"text","label"
"density was 31.8 people per square mile . there were 241 housing units at an average density of 11.2 per square mile . the racia","1"
" , 112 rebels had been killed in the previous 72 hours . much of the local population fled the city as a result of the violence ","1"
"calamotropha oculalis   is a moth in the crambidae family . it was described by snellen in 1893 . it is found on java .","1"
"the fugitive , gull * symphonic music : suite , the poem in memory of musa jalil , concert piece for violin and symphony orchest","1"
"ichard andrew jones as carmichael * jesse plemons as garn sours  production   casting  open cast call was held in columbus , geo","1"
"s the son of jenkin jones of llanthetty , brecknockshire and was educated at jesus college , oxford . he was treasurer of christ","1"
"hesla field are shared with boyden-hull high school . in june 2014 , western christian received grants from the minnesota twins ","1"
"l year of the league s existence . after the nasl folded , the strikers moved to the major indoor soccer league . jeffries remai","1"
"erved during the 2nd world war .  post war years  the unit was reformed in 1947 as the 266th haa regiment ra .  present day  in ","1"
"congress representing durango . he also was municipal president of durango , durango from 2001 to 2004 . he was member of the ch","1"
"pecies is orange coloured with two black lines going across its pronotum . it is in length . it prefers dry forests , in such st","1"
" s flag bearer at the opening ceremony of the 2014 olympic winter games in sochi  see also  *thailand at the 2014 winter olympic","1"
"ason of the austrian hockey league , the top level of ice hockey in austria . six teams participated in the league , and ev inns","1"
" of the 7 children of cyrille cottin who had married louise payen in 1863 , hailing from a large family of the lyon bourgeoisie ","1"
"and features two bays . the exterior is faced with buff brick . the main entrance is in the recessed space between the two bays ","1"
"it records is 18.1 megapixels . the camera panasonic lumix dmc-tz40 is technically identical to the camera panasonic lumix dmc-t","1"
"alle college to victory in 2008 in the national first xv championship . he is currently the back attack &amp; defence coach for ","1"
"75 , tver viceroyalty was formed from the lands which previously belonged to moscow and novgorod governorates . the area was a p","1"
"party nominee clay by thirty-eight thousand votes . party alliances were shaken by the texas controversy , but partisan loyaltie","1"
"ot summary  a crazed gardener ( roddy mcdowall is sent to a mental hospital after he goes berserk and beheads his wealthy boss .","1"
"an refer to : * melvin white , a convicted murderer * melvin white , an nfl player * slappy white , american comedian , real nam","1"
"ndash ; 0 goals1 =  group 3  cellpadding= 0 cellspacing= 0 width= 100% goals1 = ----score = 0 &amp;ndash ; 2 goals1 = ----score ","1"
"rances in the football league for york city , barnsley , darlington and plymouth argyle . he also played non-league football for","1"
" show jumping champion , olympic medalist from 1980.  olympic record  kozicki participated at the 1980 summer olympics in moscow","1"
"addition designed by henry decourcy richards was built in 19131914 . it features a sightly projecting front gable . it was added","1"
"gown district , boyer-ahmad county , kohgiluyeh and boyer-ahmad province , iran . at the 2006 census , its population was 323 , ","1"
" fastest word , final word and future word .  awards and honors  winkler received the 2003 new york financial writers  associati","1"
"trechus galianus   is a species of ground beetle in the subfamily trechinae . it was described by belousov in 1989.","1"
"the etroeungt formation is a geologic formation in germany . it preserves fossils dating back to the devonian period .","1"
" of ore was won during the operation of the mine . a railway line operated between litlab and the quays at sagvg . during the ge","1"
"ns   a.gray &amp;ndash ; leafy rosemary-mint *   poliomintha incana   a.gray &amp;ndash ; frosted mint , hoary rosemary-mint *  ","1"
"he singers were artrs cavara , maria bernhard-ulbrich ; fred destal , georg oeggl , peter klein ; it was directed by karl schmid","1"
"raja . the film was a remake of kannada film   nammoora mandara hoove   .  cast  *vikram *sriram *prema *karan  production  thou","1"
"als implement checklists , and study them with controlled trials , they often fail to improve quality as they re supposed to    ","1"
"stown , botswana kabelo dambe is a botswanan footballer , who currently plays for south african club platinum stars and botswana","1"
"uding 12.8% of those under age 18 and 12.5% of those age 65 or over .  notable people  *jesse barnes , baseball player *frank pi","1"
"mery . mathews had a post office until it closed on november 19 , 2011 ; it still has its own zip code , 36052 . it was named fo","1"
"aga icarusalis   is a species of snout moths in the genus   orthaga   . it was described by walker in 1859 . it is found on born","1"
"gehaz el reyada stadium is the home ground of ittihad al-shorta team in egypt . it is located at the police academy in cairo .","1"
"or the fish to connect itself to a flat smooth surface with its ventral sucker . it then repeatedly swings its head in a small a","1"
"ustrial improvement company   , which was owned by 300 black south africans and themselves . the company led to acquiring land f","1"
"nesia . *1964-1968 : dean , faculty of economics , university of indonesia , serving concurrently as director of the national in","1"
"ssional independent baseball team operating in chico , california in the western baseball league . they had no operating agreeme","1"
"ixing the album and a local promotor asked the cover band the unseen if foo fighters could open for them , which they agreed to ","1"
" cover equipment , vehicles , and gadgeteering , creating superscience items . the book also covers scenario design and campaign","1"
"uring the siege , with more than 600 wounded . boer losses were significantly higher . although it was outside the protectorate ","1"
"ced four top five hits : country girl           i do nt want this night to end , drunk on you , and kiss tomorrow goodbye . his ","1"
"tionale des compagnies de thtre amateur et danimation * masque dor de la meilleure pice trangre awarded by the festival internat","1"
" and participated in balloon events with her husband . on 1 may 1908 , triaca provided a balloon to the new york air national gu","1"
"n:center ; ! width=220date ! width=50time ! width=100event  records  worldmark = 1:41.11 asianmark = 1:44.14 gamesmark = 1:45.72","1"
"&amp;ndash ; star handball player * wadysaw marcinkowski &amp;ndash ; sculptor * wadysaw markiewicz &amp;ndash ; sociologist * b","1"
"habad may refer to : * qelichabad , alborz * qelichabad , dargaz , razavi khorasan province * qelichabad , kalat , razavi khoras","1"
"11 at the age of 37.  marriage and issue  berkeley married elizabeth carey , daughter and sole heir of           , elizabeth spe","1"
" that seeks to highlight the persistence of racist stereotypes and ideas of racial difference in cuban society and culture . ini","1"
"batus barbicornis   is a species of beetle in the cerambycidae family . it was described by linnaeus in 1764.","1"
" following the benedictine rule .  history  in early 1789 members started the practice of adoration of the blessed sacrament the","1"
"f the chinese zhou dynasty . * king wu of chu , first king of the zhou dynasty state of chu . * king wu of qin , king of the zho","1"
"rily guaranteed protection of medical personnel , that protection was forfeit if used as cover for any belligerent action . this","1"
"a *   arundhati   , a 2009 telugu film directed by kodi ramakrishna *   arundhati   , an upcoming film * arundhati , who has app","1"
"hundkatzemaus   is a german television series .","1"
"e of the city center . the two main train stations are dublin heuston and dublin connolly , both of which serve intercity trains","1"
"d information related to andrew blain baird and his aviation and entrepreneurial activity and uses his inspirational example to ","1"
"is a female japanese judoka . she won the bronze medal in the half-lightweight division at the world judo championships in 2013.","1"
", an account which is at once readable , up to date ... and balanced ... in the second place , he paints a fascinating portrait ","1"
"ognized species in this genus : *   scopelengys clarkei   j. l. butler &amp; ahlstrom , 1976 *   scopelengys tristis   alcock , ","1"
"useholds , and 4,792 families residing in the city . the population density was 1750.8pd/sqmi pd/km2 . there were 7,608 housing ","1"
"spain .  incumbents  *monarch : alfonso xiii from may 17 *prime minister : prxedes mateo sagasta  events  *april 4 - spanish gen","1"
"le layouts . at buildout the villages will operate 35 executive courses . class= wikitable sortable ! course name ! ! year opene","1"
"its business included a fine-spinning mill , in which faulkner s intimate friend , john owens , was one of his partners . at som","1"
"ol located in kennewick , washington that serves 330 students in grades 912. 69% of the students are white , while 26% are hispa","1"
" edward w. donn , jr . , american architect * james donn , english botanist * jorge donn , argentine ballet dancer * nigel donn ","1"
"eupithecia aliena   is a moth in the geometridae family . it is found in russia .","1"
"all american . on june 4 , 1987 , the kansas city comets signed hundelt to a three year contract . he spent two seasons with the","1"
"ris , france deathplace = paris , france jean brunier was a french racing cyclist . he won the french national road race title i","1"
"fairplay is a populated place in adams county , pennsylvania , united states .","1"
"eans proper relationship . member of a community help another member for private purposes when support is needed , e.g. in house","1"
"rleans , louisiana deathplace= cleveland heights , ohio maury bodenger was a professional american football player who played of","1"
" using double   because the rootword ends in   .  murda  the letter has a   murda   form , which is .  glyphs   example  --  ref","1"
"to produce very quiet submarine propellers to the soviet union in violation of the cocom agreement , an international embargo on","1"
" conan to make her drink a potion that is made out of holy water and a part of the old woman s body . conan and oprah traveled t","1"
"*mike garrett , heisman trophy sitestadium = los angeles memorial coliseum the 1967 contest against ucla is widely regarded as t","1"
"stonian volleyball , they have reached the domestic league finals every season except 200304 and 200910 seasons . pere leib won ","1"
"hplace = cambridge , england john peachey is an english former professional footballer who played as a striker .  career  born i","1"
" james ii and later escaped , was reconciled with his long-estranged wife , charles  sister elizabeth . charles , alerted by his","1"
"ttish former footballer , who played for falkirk , swansea city , ayr united , clydebank , berwick rangers , arbroath , airdrie ","1"
"ad approached thanks ! to tell their stories of leaving low-population areas to work in defense jobs , usually in major cities t","1"
"margin of the yellow area runs straight from the costa to the dorsum and is bordered by a dark brown line . the apical half of t","1"
"sson may also refer to : *canton of hrisson , administrative division in allier , france  people with the surname  *aurlien hris","1"
"bohemia . he is thought to be the originator of the plan to put up maximilian i , duke of bavaria as an opponent to ferdinand ii","1"
"cins found in tropical south america . the currently recognized species in this genus are : *   tyttocharax cochui   *   tyttoch","1"
"t officer by the provinces special investigations unit in relation to a fatal hamilton shooting . no other hamilton police offic","1"
" in the following year s caf champions league . on 17 july 2012 , anderson signed a five-year contract with moroccan club wydad ","1"
" shahrak-e vahdat is a village in howmeh rural district , in the central district of behbahan county , khuzestan province , iran","1"
"isodon   is a genus of about 150 species of flowering plants in the family lamiaceae ,","1"
" zhou dynasty . * king wu of chu , first king of the zhou dynasty state of chu . * king wu of qin , king of the zhou dynasty sta","1"
"governor , and president of texas a&amp;m university * october 6 &amp;ndash ; giuseppe cesare abba , italian patriot and writer ","1"
",594 at the 2000 census . it is part of the fort walton beach&amp;ndash ; crestview&amp;ndash ; destin metropolitan statistical ","1"
"s clerk again under democratic control after the 1989 election , and assistant clerk under a republican majority after the 1991 ","1"
"or kuih haji is a type of griddle cake . apam balik is usually sold at specialist roadside stalls throughout indonesia and malay","1"
"iver sutton may refer to : * oliver sutton , medieval bishop of lincoln , england * oliver sutton , british world war i flying a","1"
"e london borough of merton . it is owned and managed by merton council . it is a triangular area bounded by cranmer road , king ","1"
"the ten kates engaged in the business of trading in corns , though it was not a preference for the younger man . he eventually l","1"
". he played for pakhtakor tashkent , ska-rshvsm tashkentskaya , neftchi fargona . he has 21 caps and 11 goals for the uzbekistan","1"
"his immediate release . human rights watch also demanded that the charges against him be dropped , with a representative        ","1"
"n state treasurer . a wing at the portland art museum was dedicated to solomon and josephine hirsch in 1939 after their daughter","1"
"back home -- garland jeffreys  dear jolly jack -- garland jeffreys  and do nt be late -- garland jeffreys  an imaginary invalid ","1"
"= gaelic football darren hughes is a gaelic football player from county monaghan , ireland . he plays for the monaghan senior in","1"
"swann is an unincorporated community in cabell county , west virginia .  references","1"
"e had over 125 million views on youtube . he has also authored a cookbook for parragon publishing entitled , america s family fa","1"
"table new zealand farmer , wildlife ranger , historian and naturalist . he was born in oxford , northern canterbury , new zealan","1"
" pudding story . it s not out there with a big sign saying that this is the answer . but like all stories you can just get a lit","1"
"hymes on art   *robert southey -   madoc    non-fiction  *hosea ballou -   a treatise on atonement   *denis diderot -   rameau  ","1"
"ght bay addition designed by henry decourcy richards was built in 19131914 . it features a sightly projecting front gable . it w","1"
"tarring linda chung , jason chan , calvin chan , cilla kung , and lin xia wei.  plot  the series revolves around the tracing dep","1"
" cousin pierre-roger de mirepoix who also became his in-law by marrying philippa , raymond s daughter , around 1239 . under raym","1"
"anover is a surname . notable people with the surname include : *larry vanover , american baseball umpire *roscoe vanover , amer","1"
"sty . * king wu of chu , first king of the zhou dynasty state of chu . * king wu of qin , king of the zhou dynasty state of qin.","1"
" vulnerable children is the term which has been used officially in cambodia regarding as the most at-risk people among the vulne","1"
"b senior women s rankings as of 5 january 2008 using the serpentine system for their distribution . teams ranked 16 did not comp","1"
"illet de latour . the french army paused in its retreat toward the rhine river to savage the pursuing austrians . the action occ","1"
"agdistis riftvalleyi   is a moth in the pterophoridae family . it is known from kenya and yemen .","1"
"lowing is a list of the 88 comuni of the province of novara , in piedmont , italy .  see also  list of comuni of italy  referenc","1"
"key championship .  final  best of 5 *charlottetown 8 winnipeg 5 *charlottetown 5 winnipeg 4 *charlottetown 6 winnipeg 4 charlot","1"
"e isomorphic to z . a corollary of preissman s theorem is that the   n   -dimensional torus , where   n   is at least two , admi","1"
"tremadocian and is radiometrically dated as million years ago .  naming  the 10th stage of the cambrian has not been formally na","1"
"ace = saint-cloud , france currentclub = clermont rmy dugimont is a french football player who currently plays for french club c","1"
"she want paul , not his money . that night at the theater , paul tries to tell odette why he was not able to tell francoise he i","1"
"served the governorship of bihar . being already in his advanced age , he suffered from illness due to the climate of the provin","1"
"bottom half  rd1-score08-1= 7 rd2-score04-1= 6 rd3-score02-1= 6 rd4-score01-1=0  references  * http : **71;40277;toolong ? **34;","1"
"psychostrophia   is a genus of moth in the epicopeiidae family .  selected species  *   psychostrophia melanargia   butler 1877","1"
"ace =terrassa , spain dj skudero is a spanish mkina dj and producer who gained prominence in the mid-to-late-1990s with several ","1"
"rsons / 2500 kg . lifts in this range are fitted within a modular structure and driven by a traction motor .  service &amp; good","1"
" later tried animal husbandry , then became a schoolteacher specialising in carpentry at manyame school in kezi . in 1942 , at t","1"
"lal margh is a village in north-eastern afghanistan . it is located in khwahan district to badakhshan province .","1"
"ll-rookie team was announced march 24 , 2011 , followed by the all-sphl teams on march 25 , defenseman of the year on march 28 ,","1"
"illage in qaedrahmat rural district , zagheh district , khorramabad county , lorestan province , iran . at the 2006 census , its","1"
"mber 2 , 2012 . it is much the same video as the main version but with minaj s scenes pasted in the video . with minaj s first v","1"
" terror   is a 1962 horror film tales of terror may also refer to : * tales of terror , an american hardcore punk band *   tales","1"
"asculine given name . its meaning differs based on the hanja used to write each syllable of the name . there are 27 hanja with t","1"
"y son of nik adelin nik ismail and lezamaheran abdul ali . adruce attended school at sekolah kebangsaan ss19 subang jaya , selan","1"
"s   the homesman   is a 2014 american western drama film directed by tommy lee jones and co-written with kieran fitzgerald and w","1"
"va e il piedipiatti   is an italian television series directed by mario landi and consisting of six episodes . it stars ave ninc","1"
"titanoceros heliodryas   is a species of snout moth . it is found in australia .","1"
"jena in the german bundesliga . she previously played for znk maribor and krka novo mesto in the slovenian league , hamburger sv","1"
"stani film director anwar kamal pasha , between 1949 to 1980s , are : * 1949 : do ansoo * 1950 : gabhroo * 1951 : dilbar * 1953 ","1"
"ting from   casa serena   . he touched the peak of his fame in the second half of the 1950s , when he hosted together with enzo ","1"
" , ringfort or menhirs . in traditional regional lore , pixies are generally benign , mischievous , short of stature and attract","1"
"baba jik rural district , in the central district of chaldoran county , west azerbaijan province , iran . at the 2006 census , i","1"
" is a maker of dolls . dollmaker may also be : * doll maker in literature : *   the dollmaker   by harriette simpson arnow * dol","1"
"viticola   , the agent of the phomopsis leaf , also called cane spot or fruit rot disease *   plasmopara viticola   , the agent ","1"
"ountryside . production was affected for three days after perkins suffered a sprained ankle while filming chase scenes through  ","1"
"unning from us route 1 and us 1a in rockland , through augusta , to sr 4 in rangeley . the route travels through the counties of","1"
" on the dark side of the tuned cavity . the experiment is projected to be completed by 2016.  overview   physics motivation   co","1"
" 1991 hong kong movie directed by chi-ngai lee and starring ying sau hui , rosamund kwan and tony leung ka fai this thing called","1"
"mibia , but by 2005 that had grown to more than a thousand . a 2009 u.s. embassy estimate released by wikileaks in the united st","1"
"6 29 85 jack morrissey was a former australian rules footballer who played with carlton and north melbourne in the victorian foo","1"
" . he has served as a board member for laporte community schools and as a sales representative . dermody defeated incumbent mary","1"
"orbid . the album was recorded at thunderload studios in stockholm on 5 and 6 december 1987 . with this demo , morbid became not","1"
"erican judge * 2012 &amp;ndash ; pat frink , american basketball player * 2012 &amp;ndash ; iraj ghaderi , iranian actor and dir","1"
"lace image:szentegt - **29;10778;toolong - biedermann-palace from above image:mecsek magyaro 1. jpgmecsek mountains , in the nor","1"
" martin , s.j. , the former athletic moderator at the ateneo de manila university , and former secretary-general of the basketba","1"
" tarun majumdar. *   balika badhu   , a 1976 hindi film directed by tarun majumdar. *   balika vadhu   , an indian television se","1"
" and chairman * janet o-sullivan , trustee and secretary treasurer * prof. dugald cameron obe , trustee * lt. cmdr. tim forreste","1"
"yatategi sabo dam is a dam in the nagano prefecture , japan .","1"
" at the universit libre de bruxelles , and literary critic with the newspaper   le soir   . influenced by franz kafka , mertens ","1"
"songs , but instead promotes the philippines . juan direction actually means the filipino way because juan is a very common fili","1"
"ent examiner of accounts  honorary patron  * lord smith of kelvin kt  awards   baird of bute           award   scholarships   lo","1"
"egawa ssekintu singing in various locations , along with a clip of cellist grace chatto in her underwear , holding a violin acro","1"
" indecision   *   speed is everything   *   the challenger    noise by numbers  *   yeah , whatever ...   *   over leavitt    al","1"
"e church that currently exists is the result of several reconstructions . the original structure was erected in 1150 or 1164 , b","1"
"ant skylights were probably added at this time as well . in 1954 an brick connector joined this building to the adjacent benedic","1"
".  qualifying standards  a national olympic committee may enter up to 3 qualified athletes in each individual event if all athle","1"
"fa khomeyni or shahrak-e mostafa khomeyni may refer to : * shahrak-e mustafa khomeyni , mazandaran * shahrak-e mustafa khomeyni ","1"
"st picture  1 .   claire s knee   2 .   the conformist   3 .   a clockwork orange    best director  *bernardo bertolucci &amp;nd","1"
"r wal-mart location and the former zellers store was redeveloped to include a new winners , a new large format shoppers drug mar","1"
"is work : that a trigonometrical series representing a bounded function is a fourier series , that the n th fourier coefficient ","1"
"ayen in 1863 , hailing from a large family of the lyon bourgeoisie , the descendants of which have had numerous alliances with f","1"
"ormed in 1986 and plays currently at ugu sports and leisure centre . the team has been a mainstay in the community for almost 30","1"
"in spain .  incumbents  *monarch : alfonso xiii from may 17 *prime minister : prxedes mateo sagasta  events  *april 4 - spanish ","1"
"open   *2000   smile   *2001   brasilien   *2003   time   *2004   a song book   *2004   saragasso   *2006   tellus   *2007   bra","1"
" week , 365 days a year between anacortes and guemes island . skagit county has operated the ferry since the early 1960s when it","1"
"ge in chapar khaneh rural district , khomam district , rasht county , gilan province , iran . at the 2006 census , its populatio","1"
"ash himself .  portrayal  grard depardieu portrays obelix in all four live-action french films based on various comics . the lat","1"
"three years at the club , dugimont signed with amateur club le chesnay and later joined levallois sc . he spent one season at th","1"
" sleep ? : professor wagstaff : where they always sleep : in the classroom . : : captain spaulding : to mrs. rittenhouse and mrs","1"
"l district , esmaili district , anbarabad county , kerman province , iran . at the 2006 census , its population was 189 , in 38 ","1"
"the next season began , new rules were put in place to discourage such play . the forward pass was also introduced to open up th","1"
"america . the rio grande scenic railroad began operations in 2006 , the mount hood railroad ,           in 2008 , the same year ","1"
"ho currently plays for south african club platinum stars and botswana national football team at 2012 africa cup of nations as a ","1"
"ion , olympic medalist from 1980.  olympic record  kozicki participated at the 1980 summer olympics in moscow , where he won a s","1"
" at two olympic games . at age 31 , nshimirimana first competed at the 2004 summer olympics in athens , where he finished thirty","1"
" named for jacqueline bouvier kennedy onassis , who graduated from gw in 1951 . it was listed on the district of columbia invent","1"
"argest wholesale dry goods company on the west coast . he served as president of the oregon state senate during the 1880 session","1"
"in menteng , jakarta . his role as a major policy-maker in indonesia was recognised at an official ceremony in the planning bure","1"
"family in paris . at the age of 19 , during the course of his early artistic training , kirili discovered sculptures   cubi xvii","1"
"upports and services for adults with developmental disabilities who are 19 years of age . clbc currently supports more than 13,0","1"
"it in that year s northwest sports and saloon car championship . in 2002 , roger dowson engineering prepared the first ever hybr","1"
"xicali , baja california , mexico alias = leslie pantoja hernndez is a mexican politician affiliated to the pan . as of 2013 she","1"
" was first named by sean p. modesto and ross j. damiani in 2003 and the type species is   teratophon spinigenis   . it was first","1"
"connections = zhonglingjie station , is a station of line 2 of the nanjing metro . it started operations on 28 may 2010.","1"
"987 ru is a main-belt minor planet . it was discovered by henri debehogne at the la silla observatory in chile on september 12 ,","1"
"ype1 =province karkareh is a village in sanjabi rural district , kuzaran district , kermanshah county , kermanshah province , ir","1"
"e ; just two years after its completion , it was converted for use as yellow springs high school ; at that time , only white stu","1"
"table style= font-size:90% ! rowspan=2athlete ! rowspan=2event ! colspan=2qualification ! colspan=2final ! distance ! position !","1"
" ! bgcolor= ddddff width= 8% save ! bgcolor= ddddff width= 5% attendance !           5% acc record ! colspan=2 style= background","1"
"e torque needed to move one or more leg joints while walking , which allows a healthy individual to generate less muscle torque ","1"
" a work           an early exponent of music of the soviet union in britain , and visited russia in 1935 to broadcast from mosco","1"
"olas maukouline *grgoire aslan as bagda *jean-marc tennberg as cartwright *hans verner as farington *jacques monod as surgeon  p","1"
"him earlier . under a lone and weak environment , with enemies all around him , ko sau and yu fung s relationship is also severe","1"
"vae feed on the flower heads of   acacia   species , including   acacia farnesiana   ,   acacia karroo   and   acacia tortilis  ","1"
"nic group clean bandit . the song was released on 29 march 2013 as the second single from their forthcoming debut album ,   new ","1"
"national hockey league . on july 1 , 2012 , landry was signed belatedly to his first nhl contract on a one-year deal with the ne","1"
"o is a volleyball coach .  career  lozano coached various volleyball teams since 1981. 2005 - 2008 poland men s national volleyb","1"
"es a river running through a red background with a leopard above and the head of a bull below . an alternative design has been p","1"
"s merchandise , the store clerk , supposedly noticing the singer s corvette parked outside , tells the singer how he had one jus","1"
"no from an early age , in 2003 he was accepted to study piano at the latvian academy of music where he won the yamaha scholarshi","1"
"ate during the 1880 session . he served as envoy extraordinary and minister plenipotentiary to the ottoman empire from 18891892.","1"
"rtis cross , apparently was not happy . cross brought the project to portland , oregon architect jamieson parker to complete it ","1"
"l cancer with more accuracy than the current clinical methods . after training , the networks could predict multiple patient out","1"
"demelza is a hamlet in the parish of st wenn , cornwall , england , uk.","1"
"omas m. and bridget blackstock house is located in sheboygan , wisconsin . it was added to the national register of historic pla","1"
"ndi and kinyarwanda , have been standardized as official languages of burundi and rwanda respectively . the other dialects are s","1"
"owledge based community sharing system . the entire user set is divided into a well defined subset . the subsets are students/re","1"
"aiming that roosevelt had overstepped the antiquities act authority by protecting an entire canyon . in 1920 , the united states","1"
"mb was formed in 1999 by jeff pezzati of naked raygun . producer steve albini recorded their first two records ,  arming  and  t","1"
"siontype1 =province alaqeband is a village in baraghan rural district , chendar district , savojbolagh county , alborz province ","1"
"rlotte massardier is a french former synchronized swimmer who competed in the 1996 summer olympics and in the 2000 summer olympi","1"
"of the year , the isle of man tt had been increasingly boycotted by the top riders , and finally succumbed to pressure for incre","1"
" peachey made 164 appearances in the football league for york city , barnsley , darlington and plymouth argyle . he also played ","1"
" of 3 days to 3 weeks designed to create improvement in the work environment corporate qualification programmes - tailor made to","1"
"oil supplements had significantly reduced mortality compared to women who did not take such supplements . vitamin a accumulates ","1"
"il the last day - 4:05  until the last day d.a . edit - 3:26  until the last day * cd + dvd  until the last day  chart performan","1"
"side , okehampton town , disbanded . the club competes in the south west peninsula league which sits at steps 6 and 7 of the nat","1"
"birthplace = stuttgart , germany moritz steinle is a german footballer .","1"
"a congress , a splinter faction of the kerala congress . career noble mathew is contesting as nda candidate in lok sabha electio","1"
"s the most successful in the club s history as they won their second estonian title and also won their first ever schenker leagu","1"
"dash ; 2 goals1 = stadium = govind park , ba stadium = govind park , ba  awards  the   golden ball award   is awarded to the mos","1"
"d by japan without being charged . ganbare nippon arranged an unauthorized visit to the senkakus . about 150 people on about 20 ","1"
"family moved to nashville , tennessee , where she attended high school at christ presbyterian academy and college at vanderbilt ","1"
"divisiontype1 =province abraheh is a village in poshtkuh-e rostam rural district , sorna district , rostam county , fars provinc","1"
"to january 19/20 . it has 30 days . marmay corresponds with the tropical zodiac sign capricorn .   marmay   literally means mark","1"
"was $44,063 . males had a median income of $29,875 versus $17,969 for females . the per capita income for the borough was       ","1"
"irishmen and was arrested with lord edward fitzgerald on 27 may 1798 and taken to wexford gaol . from there he was sent with fit","1"
"with the surname include : *corinne clos , italian ski mountaineer and long-distance runner *dani clos , spanish racing driver *","1"
" constitution , which was passed during the 2010 referendum , the 2013 general election will be the first where there would be e","1"
"settlementtype =village subdivisiontype1 =province d mull samanar ib klay or moll samand is a village in paktika province , in e","1"
"e *   inherit the wind   , directed by stanley kramer ; starring spencer tracy , fredric march , and gene kelly *   inherit the ","1"
"isodon   is a genus of about 150 species of flowering plants in the family lamiaceae ,","1"
" is a masculine japanese given name . notable people with the name include : * , japanese composer * , japanese baseball commiss","1"
"company background  the company s mission is to facilitate the flow of credible hyper-local information between professionals . ","1"
"from the 2013 hindi biographical drama bhaag milkha bhaag . the song was composed by shankar ehsaan loy and performed by siddhar","1"
"yed for fitzroy in the victorian football league . martin debuted in fitzroy s round 1 match of the 1903 season against essendon","1"
"troduced in 1981 with new releases in 1983 being produced until the abc line was terminated in 1986.  history  the company was e","1"
"eam from 1982 to 1985 and harvard boxing club . he then attended suffolk university law school at night , graduating in 1989.  l","1"
" to the southwest .  settlement  chysauster village is believed to have been inhabited from about 100 bc until the 3rd century a","1"
"ee times , including in the met s production of aida in 1913 . her career was primarily spent in london and new york , but she a","1"
"s originally located at the rankin science center on the asu campus in boone . it was moved to dso in 2003 while the building wa","1"
"sues pertinent to the current subject matter , and although each group contains a tutor , there is no truly identified roles of ","1"
"tempt in california to create a county from the territory of tulare county and parts of mono county east of the sierra nevada in","1"
"e drawing style of anime and manga , see super deformed .   in nuclear physics a superdeformed nucleus is a nucleus that is very","1"
